age,monthly_budget_usd,collection_size,monthly_purchases,resale_interest,social_media_engagement,blind_box_risk_tolerance,favorite_series,collector_type,region,will_buy_next_release
55,148.9,19,6,5,4,2,Dimoo,completionist,North America,1
48,104.18,24,8,0,0,1,Hirono,completionist,North America,1
54,99.42,22,0,10,7,1,Dimoo,display-focused,Europe,1
25,105.13,24,2,9,8,1,Crybaby,trend-chaser,Southeast Asia,1
27,102.92,18,2,3,7,10,Hirono,display-focused,North America,0
49,78.65,34,5,8,7,7,Labubu,completionist,North America,1
25,64.96,28,1,5,7,9,Labubu,reseller,Southeast Asia,0
18,90.99,31,4,0,3,6,Molly,casual,Southeast Asia,1
42,78.08,22,7,3,0,5,Molly,casual,East Asia,1
48,39.63,28,2,0,10,2,Skullpanda,trend-chaser,Europe,1
54,56.44,9,1,7,2,10,Molly,reseller,Europe,1
53,74.18,25,1,8,9,9,Hirono,display-focused,East Asia,1
20,124.66,31,4,6,5,5,Labubu,casual,Southeast Asia,1
46,91.15,20,2,0,5,1,Hirono,casual,North America,0
49,60.52,21,7,2,0,8,Molly,casual,Southeast Asia,0
43,54.61,30,4,5,10,3,Labubu,display-focused,East Asia,1
48,135.91,22,2,1,5,2,Hirono,completionist,East Asia,1
49,80.11,16,1,1,9,8,Skullpanda,casual,North America,0
33,28.34,21,1,3,8,9,Dimoo,completionist,Southeast Asia,1
17,82.17,22,5,6,1,6,Hirono,trend-chaser,East Asia,1
34,113.47,19,6,0,10,0,Labubu,trend-chaser,Europe,1
24,53.98,21,3,10,6,6,Molly,trend-chaser,Europe,1
20,88.36,16,5,5,2,10,Labubu,display-focused,North America,1
20,91.74,26,7,1,6,7,Labubu,completionist,North America,1
43,55.2,21,2,0,6,2,Crybaby,display-focused,North America,0
36,141.19,29,1,10,7,7,Hirono,casual,North America,1
37,92.39,21,3,6,3,2,Molly,trend-chaser,Europe,1
45,74.03,28,5,9,10,9,Dimoo,completionist,East Asia,1
37,80.33,22,4,8,2,9,Crybaby,completionist,East Asia,1
41,51.31,30,0,10,5,6,Labubu,casual,East Asia,1
19,50.53,20,5,9,9,1,Labubu,casual,North America,0
50,71.31,21,6,8,0,4,Hirono,trend-chaser,Europe,1
33,73.07,27,6,9,4,1,Dimoo,casual,East Asia,1
22,78.22,34,2,9,5,8,Labubu,casual,East Asia,1
48,146.55,10,2,2,8,7,Skullpanda,completionist,North America,1
45,110.93,16,3,6,8,2,Labubu,completionist,Southeast Asia,1
18,41.75,26,2,10,8,9,Dimoo,casual,Southeast Asia,1
23,134.6,23,1,9,3,8,Dimoo,casual,Southeast Asia,1
16,71.09,27,2,1,5,10,Molly,reseller,East Asia,1
26,115.36,31,2,1,0,3,Hirono,trend-chaser,Europe,0
19,73.34,23,2,2,9,1,Skullpanda,display-focused,Southeast Asia,0
44,90.0,15,3,8,3,5,Dimoo,reseller,Southeast Asia,1
36,52.73,31,6,4,5,2,Dimoo,display-focused,Southeast Asia,1
55,98.1,12,4,6,7,8,Skullpanda,completionist,Southeast Asia,0
45,120.85,25,4,1,8,4,Molly,completionist,Southeast Asia,1
40,44.48,24,6,0,0,6,Labubu,trend-chaser,East Asia,1
36,121.63,14,1,8,8,1,Dimoo,reseller,North America,1
18,64.85,21,3,3,4,0,Dimoo,casual,East Asia,1
18,166.71,25,3,0,4,10,Molly,casual,East Asia,1
40,116.25,22,1,2,1,4,Crybaby,reseller,Southeast Asia,1
16,107.94,28,2,3,7,1,Hirono,casual,Europe,1
17,80.51,28,3,4,5,8,Labubu,completionist,Europe,1
24,224.83,19,3,9,1,1,Labubu,display-focused,Oceania,1
51,71.27,24,3,2,1,10,Skullpanda,casual,Europe,0
34,56.93,27,1,6,7,4,Labubu,completionist,North America,1
44,65.74,18,5,3,1,5,Crybaby,display-focused,East Asia,0
32,129.98,34,7,5,5,2,Dimoo,trend-chaser,Europe,1
22,89.31,24,4,3,7,0,Labubu,casual,North America,1
30,84.07,20,6,3,10,4,Skullpanda,casual,East Asia,1
19,71.69,29,3,6,1,4,Labubu,casual,Oceania,1
46,82.33,30,1,6,3,4,Skullpanda,casual,North America,0
23,69.76,27,2,1,1,5,Molly,completionist,Europe,1
31,112.13,26,2,1,9,6,Hirono,display-focused,Europe,1
55,77.52,34,4,2,6,0,Dimoo,casual,East Asia,0
39,66.21,26,3,9,10,3,Crybaby,trend-chaser,Europe,1
34,125.39,12,4,3,0,9,Labubu,casual,Europe,1
37,57.61,21,7,6,7,10,Molly,display-focused,East Asia,1
47,89.82,29,4,4,0,5,Hirono,trend-chaser,Oceania,0
26,39.54,17,2,3,1,4,Molly,completionist,North America,1
41,49.03,25,2,0,4,4,Molly,display-focused,East Asia,1
50,74.22,22,3,4,4,8,Crybaby,trend-chaser,Southeast Asia,1
38,69.26,19,1,10,4,4,Hirono,display-focused,North America,1
33,69.22,27,3,10,0,10,Hirono,casual,Southeast Asia,1
21,116.69,28,1,3,5,0,Molly,casual,Europe,0
25,119.54,15,4,5,3,6,Skullpanda,trend-chaser,North America,1
53,96.85,30,6,3,10,5,Skullpanda,casual,North America,1
37,56.46,30,5,10,8,4,Skullpanda,reseller,North America,1
28,82.07,32,4,6,4,5,Labubu,casual,Southeast Asia,0
32,177.04,19,0,10,8,1,Hirono,casual,East Asia,1
39,214.68,36,1,9,6,3,Molly,trend-chaser,Southeast Asia,1
37,125.9,20,2,3,5,3,Skullpanda,trend-chaser,East Asia,1
43,57.29,19,1,5,10,7,Hirono,casual,Europe,1
26,82.36,26,2,6,6,6,Hirono,casual,Southeast Asia,1
41,94.27,17,5,2,5,4,Labubu,reseller,Southeast Asia,1
33,88.63,14,2,9,6,5,Dimoo,completionist,Europe,1
53,131.45,27,3,6,8,6,Skullpanda,display-focused,Southeast Asia,1
22,114.57,30,1,2,8,0,Molly,casual,Southeast Asia,0
21,56.13,16,2,5,6,9,Labubu,trend-chaser,Europe,0
34,66.83,20,5,9,1,9,Dimoo,casual,North America,1
36,125.68,28,4,4,7,4,Hirono,casual,North America,1
43,148.63,24,1,7,4,8,Crybaby,display-focused,Oceania,1
32,94.75,25,2,10,10,4,Molly,casual,East Asia,1
52,156.55,23,7,3,9,0,Molly,completionist,Southeast Asia,1
34,90.44,29,4,10,0,9,Labubu,display-focused,Southeast Asia,1
21,59.84,33,1,4,10,2,Crybaby,completionist,North America,0
20,110.3,16,3,6,9,3,Hirono,display-focused,Oceania,1
54,257.59,16,4,8,9,6,Crybaby,casual,Europe,1
21,51.46,23,3,0,5,4,Skullpanda,trend-chaser,East Asia,1
53,153.99,16,2,7,2,2,Labubu,display-focused,North America,1
27,107.75,28,2,6,6,8,Skullpanda,display-focused,North America,1
19,65.29,13,5,7,9,3,Molly,casual,Europe,0
28,39.86,24,2,10,4,6,Molly,completionist,Europe,1
40,34.95,17,3,5,10,7,Labubu,reseller,North America,1
33,69.16,33,2,10,2,10,Labubu,completionist,North America,1
47,100.63,20,1,6,9,5,Molly,reseller,East Asia,1
40,121.85,21,1,2,0,5,Crybaby,casual,Southeast Asia,0
32,133.65,27,5,7,9,10,Dimoo,trend-chaser,North America,1
41,97.02,24,2,2,10,5,Hirono,casual,North America,1
54,91.0,22,5,9,7,3,Labubu,casual,East Asia,1
32,75.19,18,3,1,6,0,Dimoo,display-focused,East Asia,1
22,101.62,24,3,5,4,3,Molly,casual,East Asia,0
32,65.68,29,1,9,9,2,Labubu,display-focused,Oceania,1
49,52.45,24,8,0,1,3,Molly,casual,North America,1
24,88.75,26,2,5,3,5,Labubu,reseller,Europe,1
53,117.98,33,5,5,1,5,Hirono,reseller,Southeast Asia,1
39,48.42,22,7,3,3,2,Hirono,completionist,East Asia,1
40,69.16,22,3,7,5,5,Molly,display-focused,East Asia,1
28,87.43,24,4,3,3,4,Dimoo,display-focused,Southeast Asia,1
52,86.69,25,3,4,4,0,Molly,trend-chaser,North America,1
17,106.58,30,3,3,2,3,Labubu,display-focused,North America,0
27,174.8,32,4,6,3,7,Dimoo,display-focused,North America,1
32,35.05,24,5,9,5,0,Hirono,casual,Southeast Asia,1
35,178.27,15,1,1,2,3,Hirono,casual,Southeast Asia,1
34,171.36,26,7,4,10,5,Labubu,display-focused,North America,1
21,122.7,18,5,2,9,1,Skullpanda,completionist,Europe,1
25,94.04,21,2,2,9,7,Labubu,trend-chaser,East Asia,1
19,66.19,20,1,10,0,7,Labubu,trend-chaser,North America,1
38,122.07,33,4,7,5,3,Labubu,display-focused,Southeast Asia,1
30,96.01,21,3,10,8,2,Labubu,display-focused,Europe,1
38,75.83,27,6,6,3,8,Molly,reseller,Southeast Asia,1
39,120.74,26,5,7,2,2,Molly,display-focused,Southeast Asia,1
44,129.52,27,3,7,6,1,Dimoo,completionist,North America,1
37,29.45,23,4,7,0,0,Molly,completionist,East Asia,1
41,148.13,26,1,9,6,1,Labubu,casual,East Asia,1
39,63.36,17,4,3,4,9,Crybaby,casual,North America,1
42,139.92,23,3,1,7,10,Hirono,display-focused,North America,0
40,76.39,31,3,5,7,6,Labubu,completionist,Southeast Asia,1
28,94.14,18,2,0,5,10,Molly,casual,East Asia,1
25,101.66,19,3,0,6,7,Labubu,casual,East Asia,0
47,135.06,9,5,0,0,4,Crybaby,casual,North America,1
29,115.59,34,4,0,10,7,Molly,reseller,East Asia,1
37,75.32,27,1,7,0,4,Labubu,trend-chaser,East Asia,0
23,36.47,27,3,6,10,10,Dimoo,trend-chaser,North America,1
33,106.06,26,3,10,10,9,Dimoo,trend-chaser,North America,1
37,92.56,18,2,3,7,9,Molly,casual,Europe,1
41,51.21,31,1,3,8,5,Molly,casual,East Asia,1
37,97.06,25,3,5,0,5,Molly,display-focused,North America,1
30,86.98,34,3,8,10,1,Molly,completionist,Southeast Asia,1
54,147.5,23,3,10,5,7,Molly,reseller,North America,1
36,183.7,17,2,8,3,1,Hirono,casual,Southeast Asia,1
48,128.15,26,4,5,7,5,Dimoo,trend-chaser,North America,0
45,84.95,26,3,10,5,1,Dimoo,display-focused,East Asia,0
38,90.19,29,1,1,3,5,Dimoo,completionist,East Asia,1
51,62.49,26,2,5,3,8,Skullpanda,trend-chaser,East Asia,1
21,67.13,6,4,2,1,3,Molly,completionist,Oceania,0
52,82.96,17,5,1,9,6,Dimoo,reseller,North America,1
50,79.48,29,2,4,7,2,Labubu,reseller,North America,0
36,50.13,29,1,8,3,3,Labubu,reseller,North America,0
45,148.16,16,3,3,7,2,Labubu,reseller,Europe,1
36,157.15,21,2,9,7,1,Dimoo,display-focused,Southeast Asia,1
26,146.1,24,5,6,1,4,Skullpanda,display-focused,North America,1
47,159.48,27,2,7,1,1,Skullpanda,reseller,Southeast Asia,1
25,207.42,23,3,2,2,9,Skullpanda,completionist,Europe,1
28,62.95,27,4,9,1,8,Hirono,completionist,Oceania,1
36,203.36,15,2,2,9,2,Labubu,display-focused,Europe,1
49,75.14,35,1,4,1,9,Molly,casual,Oceania,1
31,112.65,21,3,8,8,4,Hirono,display-focused,East Asia,0
35,45.73,26,2,7,5,5,Dimoo,trend-chaser,Oceania,1
17,71.31,32,2,3,1,7,Skullpanda,casual,East Asia,0
20,129.71,25,4,2,9,8,Labubu,casual,Europe,1
18,114.92,31,4,4,1,0,Crybaby,casual,Southeast Asia,1
18,74.56,26,4,4,10,3,Molly,display-focused,Europe,1
50,90.18,19,1,0,0,3,Hirono,casual,North America,0
49,68.33,35,3,2,6,6,Hirono,completionist,Europe,0
48,129.56,29,3,1,3,9,Hirono,casual,Southeast Asia,1
18,152.44,25,3,1,5,4,Labubu,casual,East Asia,0
19,63.06,38,3,3,9,5,Skullpanda,casual,North America,1
27,86.46,21,5,0,8,0,Molly,casual,Southeast Asia,1
38,49.38,27,5,7,3,5,Molly,reseller,Europe,1
29,95.86,29,2,7,0,5,Molly,trend-chaser,North America,1
35,107.74,23,3,2,3,7,Molly,reseller,North America,1
22,99.09,18,1,9,8,9,Molly,trend-chaser,North America,1
45,104.24,22,2,6,5,6,Dimoo,casual,East Asia,1
28,82.75,7,2,3,8,0,Molly,trend-chaser,North America,0
18,83.55,24,2,2,5,8,Molly,display-focused,North America,1
45,81.98,32,0,4,5,5,Molly,reseller,Europe,0
52,70.45,26,1,10,0,5,Dimoo,completionist,Southeast Asia,1
16,73.94,33,0,0,0,9,Labubu,display-focused,East Asia,0
33,105.71,24,1,0,7,6,Dimoo,casual,Europe,0
49,148.23,17,2,4,2,8,Molly,casual,East Asia,1
44,58.75,28,7,10,3,9,Skullpanda,display-focused,North America,1
50,83.42,21,3,3,4,5,Hirono,display-focused,Southeast Asia,0
32,54.03,29,3,8,6,10,Skullpanda,trend-chaser,North America,0
30,70.96,34,2,6,10,1,Dimoo,casual,North America,1
44,75.7,25,3,2,8,9,Crybaby,completionist,Europe,1
22,93.11,27,1,9,7,9,Labubu,completionist,North America,1
25,92.05,16,2,1,9,1,Molly,casual,North America,1
40,86.14,24,2,5,5,1,Crybaby,display-focused,East Asia,1
42,102.17,19,4,7,1,0,Hirono,display-focused,Europe,0
20,60.94,19,5,7,5,3,Dimoo,display-focused,North America,1
36,93.42,31,1,9,10,10,Labubu,casual,East Asia,1
30,116.29,30,1,7,8,1,Molly,casual,East Asia,1
36,60.64,18,3,7,3,0,Hirono,casual,Southeast Asia,0
54,42.6,30,3,1,3,5,Dimoo,trend-chaser,North America,0
19,129.11,28,4,3,10,3,Molly,reseller,Southeast Asia,1
55,54.68,23,2,3,1,6,Labubu,casual,East Asia,1
33,69.58,30,4,4,10,6,Hirono,completionist,East Asia,0
46,114.9,25,3,1,7,9,Skullpanda,trend-chaser,North America,1
32,59.45,22,4,1,8,4,Crybaby,casual,Europe,1
28,125.37,25,4,4,3,5,Molly,casual,North America,1
46,65.63,29,1,7,7,0,Molly,casual,East Asia,1
43,62.49,27,4,9,3,10,Molly,casual,East Asia,1
21,54.13,27,6,10,0,2,Skullpanda,reseller,North America,1
44,65.86,24,2,5,5,6,Molly,reseller,North America,0
46,108.55,20,5,9,10,9,Labubu,completionist,Southeast Asia,1
31,69.59,28,3,5,2,6,Molly,display-focused,Europe,1
53,129.34,23,3,5,1,6,Labubu,reseller,East Asia,1
41,87.55,24,1,2,10,1,Hirono,casual,Oceania,1
29,90.65,19,2,6,10,7,Labubu,casual,North America,0
16,61.76,20,3,3,9,2,Skullpanda,casual,East Asia,1
42,137.38,29,5,5,10,7,Dimoo,trend-chaser,Southeast Asia,1
24,116.68,25,2,10,10,6,Labubu,completionist,North America,1
46,115.32,21,3,6,10,5,Skullpanda,completionist,North America,1
37,80.86,32,2,3,10,7,Hirono,reseller,Southeast Asia,1
34,51.64,28,4,7,8,7,Skullpanda,casual,North America,1
22,92.6,22,3,8,3,2,Skullpanda,display-focused,North America,1
44,106.67,27,3,6,5,4,Hirono,reseller,Europe,1
22,107.1,17,4,0,4,5,Crybaby,trend-chaser,Southeast Asia,0
32,101.28,26,6,2,5,1,Hirono,display-focused,Europe,1
49,99.58,19,4,1,7,3,Molly,casual,North America,0
52,65.5,20,5,10,2,0,Dimoo,trend-chaser,Europe,0
55,66.75,29,3,3,0,4,Skullpanda,display-focused,Europe,1
54,54.32,23,3,5,6,2,Molly,display-focused,East Asia,1
38,129.97,24,4,9,10,2,Skullpanda,casual,Southeast Asia,1
24,179.98,20,3,10,9,9,Hirono,casual,North America,1
49,255.35,24,1,2,0,1,Molly,completionist,East Asia,1
48,95.19,21,1,9,6,1,Hirono,completionist,East Asia,1
55,99.68,22,1,7,5,3,Crybaby,casual,Southeast Asia,1
42,82.15,27,4,6,4,0,Molly,casual,East Asia,0
21,94.59,24,3,1,7,9,Labubu,completionist,North America,1
36,59.37,34,1,7,4,10,Crybaby,display-focused,East Asia,0
33,81.49,23,2,6,10,8,Labubu,display-focused,East Asia,1
49,62.69,23,2,4,9,8,Hirono,casual,East Asia,1
31,77.33,27,4,6,7,1,Labubu,trend-chaser,North America,1
29,64.74,28,5,2,5,6,Labubu,trend-chaser,North America,1
19,106.69,21,2,6,6,0,Molly,display-focused,North America,0
49,112.18,20,6,1,9,3,Molly,completionist,North America,1
46,98.44,20,1,3,3,5,Crybaby,trend-chaser,North America,1
17,66.86,23,3,5,9,7,Labubu,casual,North America,1
33,52.93,18,1,1,6,3,Labubu,trend-chaser,North America,1
35,112.69,23,4,10,0,2,Dimoo,display-focused,North America,0
34,87.36,22,2,9,8,9,Crybaby,completionist,Oceania,1
52,42.0,19,5,5,2,2,Molly,completionist,Europe,1
22,92.3,31,5,6,5,5,Hirono,casual,Europe,1
28,99.98,22,1,3,10,3,Labubu,reseller,East Asia,1
23,46.66,25,4,2,8,9,Hirono,reseller,Europe,1
25,107.45,26,4,10,7,5,Dimoo,casual,North America,1
52,49.19,18,6,4,0,1,Hirono,completionist,East Asia,0
53,64.08,26,3,10,9,1,Dimoo,trend-chaser,North America,1
17,49.31,26,3,0,3,10,Crybaby,trend-chaser,East Asia,1
41,61.53,21,6,1,0,10,Molly,completionist,North America,1
25,53.1,18,3,5,10,8,Dimoo,casual,Europe,1
23,129.62,31,3,8,2,0,Dimoo,display-focused,North America,0
27,79.14,23,2,4,3,8,Molly,casual,North America,1
23,72.61,19,2,9,1,7,Crybaby,trend-chaser,East Asia,1
35,134.77,24,3,1,6,10,Hirono,reseller,North America,1
55,131.86,28,3,9,9,5,Hirono,trend-chaser,Europe,1
39,74.87,8,3,4,5,5,Molly,casual,North America,0
44,97.67,27,0,3,9,6,Hirono,trend-chaser,East Asia,1
35,68.85,19,3,7,10,1,Molly,trend-chaser,East Asia,1
16,83.9,21,2,8,9,8,Crybaby,completionist,Southeast Asia,1
19,56.6,29,3,10,1,5,Labubu,trend-chaser,East Asia,1
26,103.41,18,2,0,2,2,Dimoo,display-focused,Oceania,0
25,137.02,14,2,7,3,8,Labubu,display-focused,North America,1
49,126.9,12,4,3,7,2,Dimoo,casual,East Asia,1
49,88.99,36,3,5,9,9,Molly,casual,Europe,1
50,40.66,26,1,5,3,3,Hirono,casual,Europe,0
41,67.63,27,4,8,7,5,Hirono,completionist,East Asia,0
38,83.86,16,2,4,2,4,Molly,display-focused,Oceania,1
41,50.61,26,5,3,5,8,Hirono,casual,East Asia,0
32,47.52,26,1,5,8,2,Dimoo,casual,North America,1
42,152.92,18,2,7,4,2,Skullpanda,completionist,Europe,1
47,120.75,20,3,9,1,2,Molly,trend-chaser,North America,0
46,106.66,24,3,0,4,2,Labubu,display-focused,East Asia,0
40,114.99,21,2,6,8,4,Labubu,reseller,Europe,1
18,53.73,24,6,0,10,6,Skullpanda,trend-chaser,North America,1
44,60.76,18,6,6,6,9,Skullpanda,completionist,North America,1
30,95.31,22,2,6,7,4,Skullpanda,reseller,Southeast Asia,1
45,98.31,25,3,9,4,4,Crybaby,completionist,North America,1
37,49.55,24,1,2,10,1,Labubu,trend-chaser,North America,0
51,92.61,19,4,8,9,1,Hirono,casual,North America,1
29,84.47,26,2,7,10,8,Hirono,reseller,Europe,1
53,125.21,26,4,7,9,6,Dimoo,display-focused,North America,1
49,98.5,28,3,7,6,5,Skullpanda,casual,East Asia,1
29,160.44,23,2,6,10,4,Labubu,reseller,North America,1
35,75.04,25,4,0,6,5,Hirono,trend-chaser,North America,1
37,55.06,25,3,8,6,9,Dimoo,trend-chaser,North America,0
46,158.61,28,2,4,7,2,Hirono,trend-chaser,North America,1
43,100.58,22,5,1,2,5,Labubu,reseller,East Asia,0
50,84.67,24,2,6,9,2,Skullpanda,completionist,North America,1
30,61.62,17,2,10,3,1,Molly,trend-chaser,East Asia,0
36,75.38,26,4,7,7,7,Dimoo,casual,Europe,1
33,73.83,33,5,2,9,7,Dimoo,casual,North America,1
52,54.17,29,5,8,1,9,Labubu,display-focused,North America,1
28,36.72,28,5,9,3,0,Labubu,completionist,East Asia,1
39,73.16,20,3,3,10,1,Labubu,completionist,Europe,0
20,116.19,30,1,5,3,6,Labubu,reseller,Europe,1
50,141.95,26,4,9,7,8,Molly,casual,Southeast Asia,1
31,127.25,29,1,1,6,10,Labubu,reseller,North America,1
29,130.33,32,4,3,9,8,Molly,completionist,Europe,1
39,56.52,30,3,5,5,9,Dimoo,trend-chaser,Europe,1
35,96.03,19,4,0,4,8,Hirono,display-focused,North America,1
49,106.99,24,2,1,0,3,Molly,completionist,Europe,0
37,109.77,17,3,6,5,6,Labubu,reseller,East Asia,1
36,83.92,35,1,2,6,6,Dimoo,display-focused,East Asia,1
20,91.36,25,3,2,7,3,Molly,casual,East Asia,1
16,185.62,27,0,3,8,9,Molly,casual,North America,1
31,125.68,32,7,1,8,8,Skullpanda,casual,Europe,1
55,105.43,23,2,7,5,5,Crybaby,display-focused,East Asia,1
52,113.36,19,1,2,0,5,Molly,completionist,Europe,0
41,71.85,33,8,7,2,8,Crybaby,completionist,East Asia,1
41,110.93,29,1,9,4,2,Molly,completionist,East Asia,0
31,90.88,21,4,5,10,2,Labubu,casual,Europe,1
23,120.44,28,3,10,8,4,Labubu,casual,North America,1
16,65.5,20,5,2,9,1,Hirono,reseller,East Asia,1
29,116.43,24,4,10,10,5,Skullpanda,reseller,East Asia,1
28,75.78,22,4,3,1,4,Skullpanda,completionist,North America,0
23,116.65,30,5,3,0,5,Crybaby,reseller,North America,0
26,96.28,17,2,10,6,5,Skullpanda,trend-chaser,North America,1
16,88.24,27,3,5,2,9,Labubu,trend-chaser,East Asia,1
40,77.4,28,5,8,9,3,Dimoo,completionist,North America,1
53,84.81,20,4,8,5,4,Labubu,display-focused,Southeast Asia,1
43,73.23,19,6,4,0,8,Skullpanda,casual,Oceania,1
33,76.77,24,1,3,2,3,Hirono,completionist,Oceania,1
32,104.29,22,4,5,3,7,Skullpanda,display-focused,North America,1
28,44.29,31,7,4,0,10,Molly,casual,Europe,1
21,116.0,25,4,4,3,4,Skullpanda,casual,Southeast Asia,1
39,116.79,19,3,2,5,2,Labubu,trend-chaser,East Asia,0
38,78.31,14,4,10,9,2,Molly,casual,North America,0
16,92.31,26,2,6,7,0,Skullpanda,reseller,Southeast Asia,1
32,59.17,25,1,8,1,3,Molly,trend-chaser,East Asia,1
27,101.57,26,1,7,4,9,Labubu,completionist,East Asia,1
22,61.94,33,3,3,8,2,Skullpanda,casual,Oceania,1
44,29.79,20,2,3,4,10,Molly,trend-chaser,Oceania,1
37,139.64,20,4,10,6,10,Molly,completionist,Europe,1
41,56.73,24,2,0,10,7,Crybaby,casual,North America,1
44,84.09,23,1,3,1,10,Labubu,completionist,East Asia,1
55,93.71,26,1,8,5,4,Labubu,casual,East Asia,1
48,104.2,21,2,6,6,10,Hirono,completionist,East Asia,1
40,87.04,28,5,6,8,5,Labubu,trend-chaser,Europe,0
51,97.01,23,2,0,9,0,Crybaby,completionist,East Asia,1
35,77.59,16,2,2,3,9,Dimoo,trend-chaser,East Asia,1
55,47.06,15,4,6,5,10,Skullpanda,display-focused,Oceania,1
46,85.72,28,3,3,9,9,Molly,trend-chaser,Southeast Asia,1
42,109.98,27,1,5,9,4,Molly,reseller,Europe,1
52,58.01,28,3,10,9,1,Hirono,casual,East Asia,1
36,94.09,17,2,7,7,6,Labubu,trend-chaser,East Asia,1
44,174.22,28,5,6,2,9,Hirono,trend-chaser,Europe,1
27,83.5,31,6,2,4,9,Hirono,display-focused,North America,1
54,85.2,22,1,6,7,6,Dimoo,reseller,East Asia,1
40,45.71,22,4,10,2,8,Labubu,casual,East Asia,0
47,55.48,32,4,7,7,0,Dimoo,casual,Europe,1
34,62.2,23,1,8,5,6,Dimoo,casual,Southeast Asia,1
50,108.24,30,2,10,4,1,Labubu,display-focused,Oceania,1
18,59.49,19,1,9,3,8,Hirono,casual,Southeast Asia,1
20,40.44,16,2,3,8,0,Labubu,casual,Southeast Asia,0
36,100.73,25,3,3,5,6,Crybaby,trend-chaser,Europe,1
45,64.35,23,5,3,3,10,Labubu,display-focused,Southeast Asia,1
48,46.33,23,3,8,4,1,Labubu,trend-chaser,Southeast Asia,1
33,113.61,19,1,4,5,4,Dimoo,casual,East Asia,1
41,74.15,21,5,9,6,0,Labubu,casual,North America,1
38,104.51,18,3,8,10,7,Labubu,reseller,North America,1
54,45.77,24,1,7,3,10,Labubu,display-focused,Europe,1
42,35.57,19,6,1,1,0,Hirono,display-focused,East Asia,0
32,90.56,24,8,7,10,6,Labubu,trend-chaser,Europe,1
54,54.75,13,3,2,1,8,Dimoo,display-focused,Southeast Asia,0
20,90.05,23,2,6,9,0,Skullpanda,display-focused,Southeast Asia,1
55,90.82,35,3,2,1,5,Skullpanda,completionist,North America,0
22,86.28,21,6,0,4,1,Molly,casual,North America,1
27,129.9,27,8,7,10,10,Molly,completionist,East Asia,1
48,238.29,19,3,4,1,5,Crybaby,display-focused,North America,1
45,100.02,22,3,7,1,5,Hirono,casual,Southeast Asia,0
54,174.14,20,1,5,6,10,Crybaby,display-focused,Southeast Asia,1
45,44.7,24,0,4,2,8,Dimoo,display-focused,Europe,1
41,74.93,23,3,0,0,3,Hirono,completionist,East Asia,1
29,51.0,27,1,3,7,6,Crybaby,trend-chaser,Southeast Asia,1
16,66.0,25,1,9,10,3,Skullpanda,reseller,Southeast Asia,1
20,76.68,29,1,8,8,5,Crybaby,display-focused,East Asia,1
27,180.61,22,6,5,10,8,Labubu,trend-chaser,Oceania,1
17,88.23,27,2,0,5,10,Labubu,reseller,East Asia,0
36,131.93,32,2,10,6,10,Skullpanda,casual,North America,1
47,72.52,17,3,8,10,5,Skullpanda,casual,East Asia,1
54,69.13,25,4,0,5,9,Skullpanda,casual,Southeast Asia,1
35,45.12,31,3,2,0,9,Skullpanda,casual,Oceania,1
51,178.04,36,7,1,2,6,Skullpanda,display-focused,North America,1
55,150.29,29,5,9,6,0,Hirono,display-focused,Europe,1
50,94.49,20,1,10,9,1,Molly,trend-chaser,East Asia,1
34,78.46,17,4,4,6,7,Molly,display-focused,Southeast Asia,1
29,89.57,24,2,1,4,9,Dimoo,casual,East Asia,1
55,50.26,21,3,7,3,10,Dimoo,trend-chaser,North America,0
25,104.43,20,3,2,7,2,Hirono,display-focused,Southeast Asia,1
32,144.98,33,3,1,9,9,Molly,casual,East Asia,1
18,148.1,29,3,2,3,9,Labubu,casual,Southeast Asia,1
47,45.78,23,1,2,6,5,Crybaby,completionist,Southeast Asia,1
41,131.42,22,1,0,4,4,Labubu,display-focused,North America,1
19,50.38,30,1,7,2,5,Dimoo,completionist,Oceania,0
24,36.34,32,3,3,4,7,Molly,trend-chaser,Europe,1
38,133.51,24,4,6,0,8,Skullpanda,completionist,Oceania,1
37,70.25,26,2,6,5,1,Hirono,trend-chaser,North America,0
48,125.62,29,1,8,1,3,Molly,reseller,Southeast Asia,1
26,120.96,27,4,8,5,1,Labubu,completionist,North America,1
52,114.62,22,1,6,9,10,Dimoo,casual,North America,1
33,89.13,17,8,9,1,4,Labubu,display-focused,Oceania,0
48,52.41,9,0,6,2,2,Molly,display-focused,North America,0
25,76.75,19,0,0,7,2,Skullpanda,completionist,North America,0
17,149.16,32,4,9,9,0,Skullpanda,display-focused,Southeast Asia,1
18,126.98,24,1,8,10,5,Dimoo,completionist,Europe,1
30,78.34,24,5,4,1,8,Molly,display-focused,East Asia,1
54,77.96,30,2,4,2,3,Molly,completionist,Oceania,1
17,110.43,17,4,9,10,4,Molly,display-focused,Europe,1
30,91.73,27,3,4,5,7,Hirono,trend-chaser,North America,1
20,79.95,19,3,4,9,3,Labubu,display-focused,East Asia,1
53,106.66,19,6,8,0,8,Crybaby,reseller,East Asia,1
43,105.21,31,4,3,1,3,Molly,completionist,North America,0
46,66.7,25,4,4,2,4,Molly,display-focused,East Asia,0
44,99.08,21,4,8,0,10,Dimoo,reseller,Europe,1
42,102.62,23,2,2,9,9,Molly,trend-chaser,North America,0
46,86.43,19,4,0,8,6,Dimoo,reseller,North America,1
